name,owner,full_name,description,stars,gameScore,gameType,language,license,homepage,html_url,topics,pushed_at
js-equality-game,slikts,slikts/js-equality-game,The Worst Minesweeper 💣 Ever ,365,475,digging,JavaScript,MIT,http://eqeq.js.org,https://github.com/slikts/js-equality-game,equality|game|immer|javascript|react|table,2023-06-10T08:40:25Z
2048-in-react,mateuszsokola,mateuszsokola/2048-in-react,:joystick: 2048 game in Next.js with awesome animations!,223,473,multiplayer,TypeScript,MIT,https://mateuszsokola.github.io/2048-in-react/,https://github.com/mateuszsokola/2048-in-react,2048|2048-clone|2048-game|animations|course|javascript|js|learn-to-code|next|nextjs|node|nodejs|online-learning|react|screencast|ts|tutorial|typescript|udemy|udemy-course,2024-09-01T14:14:51Z
uno-game,guilhermebkel,guilhermebkel/uno-game,:flower_playing_cards: An UNO Game made in Javascript,238,458,driving,TypeScript,MIT,https://uno.guilherr.me,https://github.com/guilhermebkel/uno-game,eslint|express|game|games|git-commit-message-linter|husky|javascript|jsgames|lerna|lint-staged|material-ui|react-dnd|reactjs|socketio|typescript|uno|uno-game,2024-04-16T16:29:11Z
element,lume,lume/element,Fast and simple custom elements.,163,449,other,TypeScript,MIT,https://docs.lume.io,https://github.com/lume/element,3d|3d-graphics|css|custom-elements|html|html-elements|javascript|jsx|lume|shadow-dom|solid|threejs|tsx|typescript|web-components|webgl,2025-08-03T05:57:04Z
threejs-journey,rajput-hemant,rajput-hemant/threejs-journey,Three.js Journey - Practice projects w/ source-code for Three.js course by Bruno Simon,177,436,other,TypeScript,MIT,https://threejs-journey.rajputhemant.dev,https://github.com/rajput-hemant/threejs-journey,3d|3d-web|bruno-simon|r3f|react-three-drei|react-three-fiber|three-js|threejs|threejs-journey|vitejs|webgl,2025-08-25T06:43:09Z
monopoly,intrepidcoder,intrepidcoder/monopoly,A fully functional Monopoly game in JavaScript and HTML/CSS. Play online: https://www.intrepidcoder.com/projects/monopoly/,401,431,multiplayer,JavaScript,MIT,,https://github.com/intrepidcoder/monopoly,game|javascript|monopoly,2024-01-03T11:55:45Z
vnve,vnve,vnve/vnve,🎬  VNVE (Visual Novel Video Editor) Make visual novel videos in browser 在浏览器中快速制作视觉小说视频，利用AI一键生成！ ,186,426,other,TypeScript,MIT,https://www.vnve.net,https://github.com/vnve/vnve,canvas-to-video|galgame|interactive-video|pixijs|pixijs-to-video|typescript|video-editor|visualnovel|webcodecs,2025-08-26T15:06:35Z
generator-easy-ui5,ui5-community,ui5-community/generator-easy-ui5,Meta-generator various project types within the UI5 Universe,261,426,other,JavaScript,Apache-2.0,https://blogs.sap.com/2021/04/09/easy-ui5-3.0-from-community-contributions-to-community-plugins/,https://github.com/ui5-community/generator-easy-ui5,html5-application|open-source|openui5|sap-btp,2025-08-01T11:57:45Z
3d-earth,GhostCatcg,GhostCatcg/3d-earth,Create a 3D Earth using Three.js and TypeScript.,345,425,other,TypeScript,MIT,https://gcat.cc/demo/earth,https://github.com/GhostCatcg/3d-earth,earth|threejs|typescript,2024-01-16T10:19:57Z
break_infinity.js,Patashu,Patashu/break_infinity.js,"A replacement for decimal.js for incremental games who want to deal with very large numbers (bigger in magnitude than 1e308, up to as much as 1e(9e15) ) and want to prioritize speed over accuracy.",225,424,clicker,TypeScript,MIT,,https://github.com/Patashu/break_infinity.js,bigdecimal|biginteger|bignum|bignumber|bignumbers|decimal|idle-game|incremental-game|number|numbers,2025-08-26T02:46:34Z
webgpu-seed,alaingalvan,alaingalvan/webgpu-seed,🔺🌱 An example on how to render a hello triangle with WebGPU.,301,421,other,TypeScript,Unlicense,https://alain.xyz/blog/raw-webgpu,https://github.com/alaingalvan/webgpu-seed,definitions|dts|types|typescript|typescript-definitions|typings|webgpu,2023-04-17T21:56:31Z
cuberun,akarlsten,akarlsten/cuberun,A small 3D game built with react-three-fiber,333,413,other,JavaScript,MIT,https://cuberun.adamkarlsten.com,https://github.com/akarlsten/cuberun,game|react|threejs,2023-10-12T19:36:06Z
tower-of-time-game,maciej-trebacz,maciej-trebacz/tower-of-time-game,Vibe coded Tower Defense type of game made for a game jam,363,410,tower defense,TypeScript,MIT,,https://github.com/maciej-trebacz/tower-of-time-game,,2025-07-04T16:07:09Z
node-globaloffensive,DoctorMcKay,DoctorMcKay/node-globaloffensive,A Node.js module to connect to and interact with the CS2 game coordinator. Mostly used to get item data.,310,410,other,JavaScript,MIT,https://www.npmjs.com/package/globaloffensive,https://github.com/DoctorMcKay/node-globaloffensive,counter-strike|csgo|node-steam-steamuser|steam|steam-account,2024-10-03T08:30:39Z
enari-engine,iErcann,iErcann/enari-engine,ThreeJS First Person Shooter Playground,236,408,fps,TypeScript,MIT,https://enari-engine.vercel.app,https://github.com/iErcann/enari-engine,ammojs|counterstrike|engine|fps|game|playground|threejs,2025-07-09T23:39:31Z
breaklock,maxwellito,maxwellito/breaklock,"Web game, hybrid of Mastermind and the Android pattern lock",317,407,maze,JavaScript,MIT,https://maxwellito.github.io/breaklock/,https://github.com/maxwellito/breaklock,game|puzzle|pwa|webgame,2024-10-29T20:58:24Z
arcomage-hd,arcomage,arcomage/arcomage-hd,"Web-based, free and open source, remastered 3D clone of 3DO/NWC's 2000 card game Arcomage. 14 languages. Desktop or mobile Android iOS. Online or offline PWA. Against AI or Multiplayer (P2P, no server). 🧝👾🃏 (ts+react+redux+rxjs, CSS-based anim, WebRTC)",156,406,multiplayer,TypeScript,MIT,https://arcomage.github.io,https://github.com/arcomage/arcomage-hd,3do|arcomage|card-game|game|game-clone|might-and-magic|minigame|multiplayer|nwc|pwa|react|react-game|redux|redux-observable|remaster|rxjs|tower-defense|typescript|typescript-game|webrtc,2025-03-17T19:30:25Z
game-store-monorepo-app,nphivu414,nphivu414/game-store-monorepo-app,"A full-stack web & mobile app built with React/NodeJS that helps you find and discover over 500,000+ video games on your device. Powered by RAWG API.",164,403,other,TypeScript,MIT,https://mono-game-store.netlify.app/,https://github.com/nphivu414/game-store-monorepo-app,aws-lambda|graphql|nestjs-backend|nextjs|nodejs|nx-workspace|react|react-native|serverless|styled-components|tailwindcss|typescript|yarn,2025-07-17T05:06:14Z
c4,kenrick95,kenrick95/c4,🔴🔵 Connect Four game in JS + Canvas,265,399,other,TypeScript,MIT,https://kenrick95.github.io/c4/,https://github.com/kenrick95/c4,connect-four|game-2d|html5-canvas|html5-game|typescript-game|web-game,2025-06-12T01:07:47Z
mydog,ahuangege,ahuangege/mydog,typescript编写的分布式游戏服务器框架（a distributed game server framework coded by typescript）,255,395,other,TypeScript,MIT,https://www.mydog.wiki,https://github.com/ahuangege/mydog,framework|game|gameserver|mydog|nodejs|pomelo|rpc|server|typescript,2023-11-03T14:11:27Z
gorescript,gorescript,gorescript/gorescript,"Retro first-person shooter, written in JavaScript using three.js.",345,395,fps,JavaScript,MIT,https://gorescript.github.io/classic,https://github.com/gorescript/gorescript,,2017-04-18T06:49:28Z
AutoFish,jsbots,jsbots/AutoFish,An easy-to-use fishing bot for games with wow-like fishing logic. ,293,393,other,JavaScript,MIT,,https://github.com/jsbots/AutoFish,bot|desktop-automation|electron|fishbot|fishing|javascript|javscript-bot|retail|wow|wrath-of-the-lich-king,2025-02-20T07:38:04Z
allkaraoke,Asvarox,Asvarox/allkaraoke,Online Karaoke game with pitch detection in your browser,160,389,multiplayer,TypeScript,MIT,https://allkaraoke.party,https://github.com/Asvarox/allkaraoke,game|karaoke|online-game|party|singstar|typescript|ultrastar|webrtc,2025-08-25T20:23:31Z
maxwell-simulation,RobinKa,RobinKa/maxwell-simulation, Interactive web-based simulator of electromagnetic waves,119,389,other,TypeScript,MIT,https://cemsim.com,https://github.com/RobinKa/maxwell-simulation,dielectric|electromagnetism|fdtd|fields|finite-differences|gpu|gpujs|integration|maxwell|numeric|permeability|permittivity|react|simulation|typescript|webgl,2025-07-17T22:35:15Z
chessu,dotnize,dotnize/chessu,"Online multiplayer chess built with Next.js, Express, & socket.io",95,381,multiplayer,TypeScript,MIT,,https://github.com/dotnize/chessu,chess|express|full-stack|fullstack|game|hacktoberfest|javascript|multiplayer|next-js|nextjs|postgresql|react|reactjs|socket|socket-io|socketio|sql|tailwind-css|tailwindcss|typescript,2025-08-12T07:55:38Z
react-tv-player,lewhunt,lewhunt/react-tv-player,"A React video player for TV devices, with customisable buttons and arrow-key navigation. The component can play a variety of URLs like file paths, HLS/Dash streams and even YouTube links directly. Try out the demo on a desktop browser to see how it can simplify playback in your big-screen web apps: https://lewhunt.github.io/react-tv-player",131,381,other,TypeScript,MIT,https://lewhunt.github.io/react-tv-player/,https://github.com/lewhunt/react-tv-player,big-screen|bigscreen|dash|firetv|html5-video|iptv|live-streaming|media-player|ott|player|react|reactjs|smart-tv|spatial-navigation|tv|typescript|video|video-player|vimeo|youtube,2025-04-23T16:04:33Z
ShieldBattery,ShieldBattery,ShieldBattery/ShieldBattery,The modern way to play StarCraft 1.,169,379,other,TypeScript,MIT,https://shieldbattery.net,https://github.com/ShieldBattery/ShieldBattery,brood-war|broodwar|game|starcraft|starcraft-remastered|starcraft1,2025-08-26T15:11:51Z
voidcall,phoboslab,phoboslab/voidcall,Real time strategy game in 13kb of JavaScript/WebGL ,378,378,strategy,JavaScript,MIT,,https://github.com/phoboslab/voidcall,,2019-09-23T09:27:36Z
spyfall,adrianocola,adrianocola/spyfall,Simple website implementation of the card game Spyfall,236,374,driving,JavaScript,MIT,http://adrianocola.github.io/spyfall/,https://github.com/adrianocola/spyfall,,2025-08-14T23:08:33Z
radius-raid-js13k,jackrugile,jackrugile/radius-raid-js13k,"Radius Raid is a space themed shoot 'em up where you must blast away unrelenting enemies before they destroy you. The game features 13 enemy types, 5 powerups, parallax backgrounds, retro sound effects, and locally stored stats.",272,372,other,JavaScript,MIT,http://js13kgames.com/entries/radius-raid,https://github.com/jackrugile/radius-raid-js13k,game|javascript|js13k|js13kgames|radius-raid,2024-04-23T15:59:37Z
Tic-Tac-Toe-Fullstack-Game,hoangsonww,hoangsonww/Tic-Tac-Toe-Fullstack-Game,"🕹️ A full-stack, MERN-Typescript stack Tic Tac Toe game featuring a responsive React frontend and a robust Node.js/Express backend. Includes multiplayer and AI gameplay, a dynamic leaderboard with ELO rankings, and user profile management, all integrated with TypeScript and MongoDB.",26,370,multiplayer,TypeScript,MIT,https://tictactoe-ai-app.vercel.app,https://github.com/hoangsonww/Tic-Tac-Toe-Fullstack-Game,ai|express|expressjs|full-stack-web-development|fullstack|fullstack-development|jwt|kubernetes|mern-stack|mongodb|mongoose|nginx|node|nodejs|react|reactjs|tic-tac-toe|tic-tac-toe-game|typescript|webpack,2025-08-20T07:17:53Z
types,gpuweb,gpuweb/types,TypeScript type definitions for WebGPU https://gpuweb.github.io/types/ ,219,370,other,JavaScript,BSD-3-Clause,https://www.npmjs.com/package/@webgpu/types,https://github.com/gpuweb/types,typescript|webgpu,2025-08-07T19:05:08Z
galeforce,b-cho,b-cho/galeforce,"A customizable, promise-based, and command-oriented TypeScript fluent interface and library for the Riot Games API.",42,370,other,TypeScript,Apache-2.0,https://b-cho.github.io/galeforce/,https://github.com/b-cho/galeforce,es6|fluent-interface|galeforce|javascript|league-of-legends|leagueoflegends|legends-of-runeterra|lol|lor|nodejs|nodejs-library|redis|riot-api|riot-games|teamfight-tactics|tft|typescript|typescript-library|val|valorant,2025-08-05T02:04:52Z
dreamlab-engine,WorldQL,WorldQL/dreamlab-engine,"Modern 2D game engine for the web written in TypeScript. Featuring multiplayer support, graphical editor, collaborative editing, and more.",158,368,multiplayer,TypeScript,Apache-2.0,https://app.dreamlab.gg/,https://github.com/WorldQL/dreamlab-engine,deno|game-development|game-engine|gamedev|multiplayer|typescript,2025-08-26T16:31:13Z
game-website,sanidhyy,sanidhyy/game-website,Modern UI/UX 3D Animated Gaming Website using React and GSAP,58,364,other,TypeScript,MIT,https://nova-game.netlify.app,https://github.com/sanidhyy/game-website,3d-game|3d-web-game|3d-website|css|eslint|game|game-website|gsap|html|nextjs|prettier|react|reactjs|tailwindcss|typescript|vite|vitejs,2025-08-12T08:39:22Z
aimAndShoot,victorqribeiro,victorqribeiro/aimAndShoot,A neuroevolution game experiment.,233,363,fps,JavaScript,MIT,https://victorribeiro.com/aimAndShoot,https://github.com/victorqribeiro/aimAndShoot,canvas|experiment|game|genetic-algorithm|javascript|machine-learning|neural-network|neuroevolution,2020-08-03T01:53:47Z
space,chat-game,chat-game/space,"A group of players are driving the Wagon from point A to point B, not knowing whether they will get there. Twitch viewers can use Telegram Mini App to make a lot of actions 🪓⛏️🌱🤝",27,356,multiplayer,TypeScript,MIT,https://chatgame.space,https://github.com/chat-game/space,canvas|canvas-game|game|game-development|nuxt|online|online-game|pixel-art|pixijs|telegram|telegram-bot|telegram-mini-app|telegram-stars|twitch|twitch-api|twitch-chat|typescript|vue,2025-08-26T03:43:13Z
vscode-glsl-canvas,actarian,actarian/vscode-glsl-canvas,Live WebGL preview of GLSL shaders,348,348,other,JavaScript,MIT,,https://github.com/actarian/vscode-glsl-canvas,,2024-08-12T10:23:48Z
game-engine,litecanvas,litecanvas/game-engine,"Lightweight (~4kb) HTML5 canvas 2D engine suitable for small games, prototypes, creative coding, etc.",42,347,other,JavaScript,MIT,https://litecanvas.js.org/,https://github.com/litecanvas/game-engine,creative-coding|fantasy-console|game-development|game-engine|gamedev|generative-art|hacktoberfest|html5-canvas|javascript|javascript-game|js13k|litecanvas|p5js|pico-8|processing|tic-80|videogames,2025-08-12T02:15:53Z
dash,mattbradley,mattbradley/dash,"Real-time motion planner and autonomous vehicle simulator in the browser, built with WebGL and Three.js.",297,347,driving,JavaScript,MIT,https://mattbradley.github.io/dash,https://github.com/mattbradley/dash,,2023-03-15T21:51:02Z
online-chess,hulang1024,hulang1024/online-chess,Chess game website client and server.,76,346,multiplayer,TypeScript,MIT,http://120.27.138.202/,https://github.com/hulang1024/online-chess,chess|chinese-chess|client|game|gobang|gobang-game|html5|java|netty|server|spring|typescript|vue|web|websocket,2025-07-27T09:43:34Z
nakama-js,heroiclabs,heroiclabs/nakama-js,JavaScript client for Nakama server written in TypeScript.,215,345,other,TypeScript,Apache-2.0,https://heroiclabs.com/docs/nakama/client-libraries/javascript/,https://github.com/heroiclabs/nakama-js,game-server|javascript-client|nakama|nakama-js|nakama-server|react-native|realtime|realtime-chat,2025-02-12T15:26:48Z
pacman-canvas,platzhersh,platzhersh/pacman-canvas,"An old classic, re-written in HTML5.",345,345,other,JavaScript,CC0-1.0,,https://github.com/platzhersh/pacman-canvas,,2024-03-28T08:25:47Z
Warp,evolutionleo,evolutionleo/Warp,"Warp is a feature-rich framework for multiplayer games, written in GameMaker and NodeJS (previously GM-Online-Framework)",138,338,multiplayer,TypeScript,MIT,https://discord.gg/WRsgumM2T6,https://github.com/evolutionleo/Warp,framework|gamemaker|gamemaker-language|gamemaker-studio-2|gml|gms2|javascript|js-framework|multiplayer|nodejs|online|tcp-client|tcp-server|typescript|warp,2025-03-22T12:55:57Z
league-prod-toolkit,RCVolus,RCVolus/league-prod-toolkit,"Toolkit for League Productions with overlays for champion select, ingame events, end of game stats, and more",147,336,other,TypeScript,MIT,,https://github.com/RCVolus/league-prod-toolkit,broadcast|champ-select|graphics|in-game|league|league-of-legends|pick-ban|valo|valorant,2025-08-26T06:23:00Z
The-Wordle-Game,hoangsonww,hoangsonww/The-Wordle-Game,"🎯 An interactive Wordle full-stack game built with Express.js, React, and Tailwind CSS, featuring smooth animations and a responsive design. The backend is powered by a serverless Express API for random-word and validity checks, complete with Swagger docs and seamless Vercel deployment.",21,336,other,TypeScript,MIT,https://the-wordle-game.vercel.app,https://github.com/hoangsonww/The-Wordle-Game,css|hooks|html|javascript|nextjs|react|reactjs|side-effects|typescript|useeffect|vercel|vite|web|web-app|web-development|wordle|wordle-clone|wordle-game|wordlist,2025-08-01T22:55:04Z
egjs-view3d,naver,naver/egjs-view3d,Fast & customizable 3D model viewer for everyone,213,333,other,TypeScript,MIT,https://naver.github.io/egjs-view3d,https://github.com/naver/egjs-view3d,3d|ar|egjs|gltf|threejs|typescript|webxr,2023-02-28T06:57:27Z
vixel,wwwtyro,wwwtyro/vixel,A WebGL voxel path tracer,332,332,other,JavaScript,Unlicense,,https://github.com/wwwtyro/vixel,,2024-11-28T16:51:55Z
queens-game-linkedin,samimsu,samimsu/queens-game-linkedin,A clone of the Queens game by LinkedIn,134,324,maze,TypeScript,MIT,https://queensgame.vercel.app,https://github.com/samimsu/queens-game-linkedin,clone|game|giscus|queens-puzzle,2025-08-26T13:24:14Z
webxash3d-fwgs,yohimik,yohimik/webxash3d-fwgs,Emscripten Xash3d-FWGS web port,124,323,other,TypeScript,MIT,,https://github.com/yohimik/webxash3d-fwgs,counter-strike|emscripten|game-engine|half-life|javascript|typescript|wasm|web|xash3d|xash3d-fwgs,2025-08-25T19:55:16Z
tiny-dungeon-online,tiny-devs,tiny-devs/tiny-dungeon-online,The FIRST Deno based online RPG!,61,323,multiplayer,TypeScript,MIT,https://diguifi.itch.io/tiny-land,https://github.com/tiny-devs/tiny-dungeon-online,deno|game|hacktoberfest|hacktoberfest2022|mmorpg|online|rpg|rpg-game|tiny|typescript|websocket|ws,2025-08-18T22:20:40Z
rubiks-cube,Aaron-Bird,Aaron-Bird/rubiks-cube,A 3D Rubik's Cube game by Three.js and TypeScript.,142,322,other,TypeScript,MIT,https://aaron-bird.github.io/rubiks-cube/,https://github.com/Aaron-Bird/rubiks-cube,3d-game|3x3x3|rubiks-cube|three-js|typescript,2025-08-06T09:11:49Z
zhithead,aod,aod/zhithead,Zhithead is a clone of the original card game shithead made for the browser,176,316,driving,TypeScript,MIT,https://zhithead.yatko.dev,https://github.com/aod/zhithead,card-game|framer-motion|hacktoberfest|motion|react|shithead|tailwindcss|vite|xstate,2025-01-18T22:07:06Z
Tetris,mykola-dev,mykola-dev/Tetris,The well known brick game written with Kotlin Multiplatform and Jetpack Compose Multiplatform.,204,314,platformer,JavaScript,Apache-2.0,,https://github.com/mykola-dev/Tetris,android|android-game|compose-desktop|game|java-game|jetpack-compose|kotlin|kotlin-multiplatform|tetris|tetris-game|wasm,2022-09-16T18:45:51Z
angular-rpg,justindujardin,justindujardin/angular-rpg,"RPG game built with Typescript, Angular, Immutable.js, ngrx/store, and rxjs",163,313,other,TypeScript,MIT,https://angular-rpg.netlify.app/,https://github.com/justindujardin/angular-rpg,angular|final-fantasy|game-development|immutablejs|ngrx|ngrx-effects|ngrx-store|rpg-game|rxjs|typescript,2024-07-06T21:57:21Z
splat-transform,playcanvas,playcanvas/splat-transform,CLI tool for 3D Gaussian splat format conversion and transformation,102,312,other,TypeScript,MIT,https://playcanvas.com,https://github.com/playcanvas/splat-transform,3d-gaussian-splatting|cli|gaussian-splatting|playcanvas|supersplat|typescript,2025-08-26T09:22:36Z
Edelweiss,felixmariotto,felixmariotto/Edelweiss,Platformer game,310,310,platformer,JavaScript,CC0-1.0,,https://github.com/felixmariotto/Edelweiss,,2022-12-12T03:33:13Z
kaboom,pwmarcz,pwmarcz/kaboom,Cruel but fair Minesweeper clone,228,308,digging,JavaScript,MIT,https://pwmarcz.pl/kaboom,https://github.com/pwmarcz/kaboom,game|javascript|minesweeper,2023-02-13T04:37:51Z
zoompinch,ElyaConrad,ElyaConrad/zoompinch,"Apply a pinch-and-zoom experience that’s feels native, communicates the transform reactively and lets you project any layer on top of the transformed canvas.",126,306,other,TypeScript,MIT,https://zoompinch.pages.dev,https://github.com/ElyaConrad/zoompinch,pan-gesture|pinch-technology|pinch-to-zoom|pinch-zoom|rotate|rotate-image|rotated-object|typescript|vue|vuejs|vuejs3|zoom|zoom-images,2025-04-24T16:02:13Z
JetLagHideAndSeek,taibeled,taibeled/JetLagHideAndSeek,Automatic map generation for Jet Lag The Game's Hide and Seek.,142,305,other,TypeScript,MIT,https://taibeled.github.io/JetLagHideAndSeek/,https://github.com/taibeled/JetLagHideAndSeek,jetlag|jetlagthegame,2025-08-19T17:03:16Z
canvas-ui,alibaba,alibaba/canvas-ui,UI Renderer runs on top of the HTML5 Canvas,182,305,other,TypeScript,MIT,https://alibaba.github.io/canvas-ui/,https://github.com/alibaba/canvas-ui,canvas|react|typescript,2025-06-30T13:43:29Z
TeXnique,akshayravikumar,akshayravikumar/TeXnique,A LaTeX Typesetting Game,255,305,other,JavaScript,MIT,https://texnique.xyz,https://github.com/akshayravikumar/TeXnique,,2025-03-31T05:22:44Z
kayn,cnguy,cnguy/kayn,superagent-inspired Node.js lib (w/ **some** TypeScript support) for accessing Riot's League of Legend's API (discord: cnguy#3614),135,305,other,JavaScript,MIT,,https://github.com/cnguy/kayn,api|callbacks|javascript|javascript-riot-api-wrapper|league|league-api|leagueoflegends|nodejs|nodejs-api|nodejs-riot-api-wrapper|promises|riot|riot-games-api|typescript|typescript-definitions|wrapper|wrapper-api,2022-12-09T01:16:35Z
player,Next2D,Next2D/player,"Next2D Player supports WebGL and OffscreenCanvas, enabling advanced graphical expression. It can also be used in game production, advertisement production, and other scenes requiring rich expressions without having to deal with browser or device compatibility.",52,304,strategy,TypeScript,MIT,https://next2d.app,https://github.com/Next2D/player,game|game-2d|game-developement|game-development|game-engine-2d|gamedev|next2d|offscreencanvas|typescript|webgl|webgl2,2025-08-19T03:08:52Z
caviar,load1n9,load1n9/caviar,"⚡ Blazing fast, modern, Game Engine powered by WebGPU for Deno and the browser",164,304,other,TypeScript,MIT,https://caviarengine.netlify.app/,https://github.com/load1n9/caviar,collaborate|deno|game-development|game-engine|gpu|gui|typescript|webgpu|wgpu,2024-11-05T05:20:34Z
DuckEngine,art-emini,art-emini/DuckEngine,A 2D Game Engine for the web.,111,301,other,TypeScript,MIT,https://art-emini.github.io/DuckEngine/,https://github.com/art-emini/DuckEngine,2d|engine|fast|framework|game|game-development|game-engine|game-framework|javascript-game-engine|js-game-engine|library|npm|simple|typescript,2023-08-25T02:14:11Z
dao-2048,DaoCloud,DaoCloud/dao-2048,2048 is a number puzzle game.,220,300,maze,JavaScript,MIT,http://daocloud.github.io/dao-2048/,https://github.com/DaoCloud/dao-2048,2048|2048-game|kubernetes,2025-04-21T08:34:37Z
deno_sdl2,littledivy,littledivy/deno_sdl2,SDL2 module for Deno,178,298,other,TypeScript,MIT,https://jsr.io/@divy/sdl2,https://github.com/littledivy/deno_sdl2,canvas|deno|gfx|gui|sdl2|typescript|webgpu,2025-02-05T18:17:37Z
minigame-api-typings,wechat-miniprogram,wechat-miniprogram/minigame-api-typings,Type definitions for APIs of Wechat Mini Game in TypeScript,151,293,other,TypeScript,MIT,https://developers.weixin.qq.com/minigame/dev/guide/,https://github.com/wechat-miniprogram/minigame-api-typings,,2025-08-18T12:48:37Z
epic-free-games,AuroPick,AuroPick/epic-free-games,Wrapper to fetching weekly free games with Epic Games API,50,291,other,TypeScript,MIT,https://www.npmjs.com/package/epic-free-games,https://github.com/AuroPick/epic-free-games,axios|epic|epic-free-games|epic-games|epicgames|free|free-games|games|javascript|js|node|nodejs|ts|typescript|wrapper,2025-06-28T16:54:27Z
Wolfensvelte-3D,snuffyDev,snuffyDev/Wolfensvelte-3D,"Wolfenstein 3D, reimagined in Svelte - rendered with the DOM",161,291,other,TypeScript,Unlicense,https://wolfensvelte-3d.vercel.app/,https://github.com/snuffyDev/Wolfensvelte-3D,css|game|hackathon|html|svelte|sveltehack|typescript|wolfenstein-3d,2023-11-08T16:44:40Z
FullScreenPokemon,FullScreenShenanigans,FullScreenShenanigans/FullScreenPokemon,"A free HTML5 remake of the original Pokemon, expanded for modern browsing.",221,291,other,TypeScript,MIT,,https://github.com/FullScreenShenanigans/FullScreenPokemon,fullscreenmario|game|gamestartr|html5-remake|javascript|pokemon|typescript,2023-03-05T05:31:13Z
WebFamily,weekCodeing,weekCodeing/WebFamily,【每日学习打卡come on】一份涵盖大部分Web前端开发程序员所需要掌握的核心知识。前端技术博客仓库，Vue 源码解析，React 深度实践，TypeScript 进阶艺术，工程化，性能优化实践……,169,289,other,JavaScript,Apache-2.0,https://1024bibi.com/,https://github.com/weekCodeing/WebFamily,css|css3|dadaqianduan|html|html5|javascritpt|vue,2021-11-13T12:40:52Z
noita-tools,TwoAbove,TwoAbove/noita-tools,A collection of tools for Nolla Game's Noita that help get insight into seeds and find ones with special constraints.,81,287,other,TypeScript,MIT,https://www.noitool.com/,https://github.com/TwoAbove/noita-tools,emscripten|noita|react|typescript|wasm|webassembly|webworker,2025-08-12T23:51:00Z
react-solitaire,gcedo,gcedo/react-solitaire,React implementation of the famous solitaire card game,186,286,driving,JavaScript,MIT,http://gcedo.github.io/react-solitaire/,https://github.com/gcedo/react-solitaire,immutablejs|react|react-dnd|redux|solitaire,2019-10-28T15:06:37Z
mnswpr,mordv,mordv/mnswpr,💣 Minesweeper game for your terminal,163,283,digging,TypeScript,MIT,,https://github.com/mordv/mnswpr,cli|cli-app|fun|game|ink|nodejs|npm-package|react|reactjs|terminal|terminal-game|typescript,2022-04-22T15:32:30Z
slither,littensy,littensy/slither,🐍 A casual game with a soothing Catppuccin color palette,172,282,other,TypeScript,MIT,https://www.roblox.com/games/14162747150,https://github.com/littensy/slither,catppuccin|game|react|roblox|roblox-ts|typescript,2025-05-14T04:30:40Z
muse,moefront,moefront/muse,🎧 All you need is a simple and diligent HTML 5 music player written in React.,88,280,other,TypeScript,MIT,https://github.com/moefront/muse,https://github.com/moefront/muse,audio|html5|mobx|muse|player|react|redux|typescript,2025-07-19T09:31:07Z
oneforall,Prozi,Prozi/oneforall,"PIXI v8, v7, v6 compatible: inspired by Unity, reactive Game Framework: GameObject, StateMachine, CircleBody, PolygonBody, Physics, Sprite, Container, Animator, TextureAtlas, Resources loading",10,280,other,TypeScript,MIT,https://prozi.github.io/oneforall/,https://github.com/Prozi/oneforall,animator|collision-detection|collision-handling|container|framework|game-engine|game-engine-2d|game-object|physics|prefab|reactive|scene|sprite|state-machine|test-driven-development|typescript|typescript-framework|unity|unity2d|webgl,2025-06-07T11:52:36Z
shengji,rbtying,rbtying/shengji,An online version of shengji (a.k.a. tractor) and zhaopengyou (a.k.a. Finding Friends),93,279,multiplayer,TypeScript,MIT,https://robertying.com/shengji/,https://github.com/rbtying/shengji,card-games|finding-friends|shengji|tractor|zhaopengyou,2025-08-12T17:33:30Z
cocos-game-framework,fkworld,fkworld/cocos-game-framework,cocos-creator游戏框架，typescript版本。,249,279,other,TypeScript,MIT,,https://github.com/fkworld/cocos-game-framework,cocos-creator|game-framework|typescript,2022-12-14T08:46:53Z
dva-engine,hmmhmmhm,hmmhmmhm/dva-engine,🎮 Advanced Script Engine for Overwatch Workshop with Typescript,119,279,other,TypeScript,MIT,https://codesandbox.io/s/github/hmmhmmhm/dva-engine-codesandbox,https://github.com/hmmhmmhm/dva-engine,game|javascript|nodejs|overwatch|overwatch-workshop|ows|ruleset|typescript|typescript-interface|workshop|workshop-functions,2022-07-07T10:55:41Z
ngx-store,zoomsphere,zoomsphere/ngx-store,"Angular decorators to automagically keep variables in HTML5 LocalStorage, SessionStorage, cookies; injectable services for managing and listening to data changes and a bit more.",169,279,other,TypeScript,ISC,https://www.npmjs.com/package/ngx-store,https://github.com/zoomsphere/ngx-store,angular|cookies|decorators|localstorage|sessionstorage|typescript,2021-10-19T14:14:40Z
WebAR.rocks.train,WebAR-rocks,WebAR-rocks/WebAR.rocks.train,"Object detection, tracking, and 6DoF Pose Estimation  in web browser - Integrated Training Environment to train your own neural network models",88,278,other,JavaScript,MIT,https://webar.rocks,https://github.com/WebAR-rocks/WebAR.rocks.train,augmented-reality|computer-vision|deep-learning|javascript|object-detection|object-tracking|pose-estimation|r3f|tensorflowjs|three|three-js|threejs|webar|webgl,2025-04-24T14:10:17Z
